Reward Function,reward_mean,reward_std,shortfall_mean,shortfall_std
ac_utility,8.123019011559624,6.484798211659308,1380223.7547328304,1192795.172438104
capture,0.9518769673511795,0.011472851030322757,2406151.632441043,573642.5515161377
custom_penalty,0.7948058774682548,0.050036665482909255,2120819.6027946104,490104.9258540243
final_shortfall,-0.043146238963681444,0.014507620171097382,2157311.948184072,725381.0085548692
stepwise_shortfall,2556437.679724509,85824.12915498848,2556437.679724509,85824.12915498848
hybrid_shortfall_risk,-0.13898358276842906,0.028075971858191,2410707.2850877955,441066.6323134226
smoothness_penalty,2555224.5786118424,103378.99983708603,2556448.937213308,85820.60756369538
baseline_relative,-2.9985574788511267,1.255379307652091,1910161.2764470016,599710.5089555602
