Reward Function,Implementation Shortfall
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2497231.9788665697
ac_utility,2562500.0
ac_utility,2492831.2205619365
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2483956.036099568
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2524090.9651093483
ac_utility,2562500.0
ac_utility,2485704.5255544633
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2558053.79394307
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2535299.2888841256
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2533751.7433855906
ac_utility,2562500.0
ac_utility,2555428.733494751
ac_utility,2516731.4799014106
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2533562.5944096446
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2560151.2971927077
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2552443.4415289387
ac_utility,2562500.0
ac_utility,2550632.7383444905
ac_utility,2561173.7676301897
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2536679.3664168715
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2554475.0348444954
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2559757.3248609453
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2561485.5748708546
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2553333.434380561
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2559947.23318401
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2561421.3582474887
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2559940.5700579956
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2551344.180965662
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2561758.9287347347
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2558465.3571028635
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2559398.593428798
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2558593.993841484
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2559744.950075738
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
ac_utility,2562500.0
