Reward Function,Episode Reward
ac_utility,9.006999307824064
ac_utility,9.305260811296728
ac_utility,9.01592698935973
ac_utility,9.305764601905656
ac_utility,10.23300697933419
ac_utility,9.446420150019305
ac_utility,9.842169200803685
ac_utility,9.695822820003661
ac_utility,9.868048828074548
ac_utility,10.250512625959924
ac_utility,10.163759397240211
ac_utility,9.303870684130885
ac_utility,10.844249268077817
ac_utility,10.191300161202646
ac_utility,9.698828547633985
ac_utility,9.8015859214714
ac_utility,9.295042136951938
ac_utility,8.381663716400894
ac_utility,8.938289757896598
ac_utility,8.845761440587324
ac_utility,8.388750314580294
ac_utility,8.986548472264769
ac_utility,8.353393825455736
ac_utility,9.005262227065346
ac_utility,9.003883772486624
ac_utility,8.753303888656482
ac_utility,7.929156219902993
ac_utility,7.683074618467533
ac_utility,9.844482691758632
ac_utility,7.75185670900216
ac_utility,8.844987667331289
ac_utility,9.440568086453693
ac_utility,8.513297702735692
ac_utility,8.338223188640937
ac_utility,7.682076946718203
ac_utility,7.820184404843132
ac_utility,8.290565454230007
ac_utility,7.895731324818688
ac_utility,7.2167142479104545
ac_utility,6.520118607150882
ac_utility,6.425879543892227
ac_utility,6.3795420360772495
ac_utility,7.265700161802624
ac_utility,6.409278142789226
ac_utility,7.279910471070624
ac_utility,5.69079925967526
ac_utility,4.849262753061289
ac_utility,4.838999170935865
ac_utility,5.73297635462796
ac_utility,4.776730975471086
ac_utility,4.905455897631835
ac_utility,5.741340943959896
ac_utility,3.9191273287099135
ac_utility,3.884722637739927
ac_utility,3.938109007416299
ac_utility,3.8806099193493955
ac_utility,4.8730092974464885
ac_utility,3.9371192022217043
ac_utility,2.9774045000456124
ac_utility,3.903177335915986
ac_utility,4.893299682040049
ac_utility,4.827196200476838
ac_utility,1.9999918330549715
ac_utility,3.9319641944214747
ac_utility,1.9951579642107995
ac_utility,3.946851564586814
ac_utility,3.952035619630908
ac_utility,4.847065820621108
ac_utility,1.0
ac_utility,1.9997335448848328
ac_utility,1.0
ac_utility,2.9679502058642955
ac_utility,4.819350222442308
ac_utility,2.942086491724888
ac_utility,1.0
ac_utility,2.98277068525312
ac_utility,1.9978989396382456
ac_utility,1.0
ac_utility,1.0
ac_utility,1.9950998596391
ac_utility,1.9971676305676924
ac_utility,3.9119372724045913
ac_utility,1.9959272366043161
ac_utility,1.0
ac_utility,1.0
ac_utility,1.9970742719632115
ac_utility,1.0
ac_utility,2.9875777924393896
ac_utility,2.9950497816441803
ac_utility,2.968133037929382
ac_utility,4.862668448395642
ac_utility,2.9655237037379383
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.9986516865138726
ac_utility,1.0
ac_utility,1.0
ac_utility,1.9982862978729456
ac_utility,1.0
ac_utility,1.9984616278202365
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,2.982710588275155
ac_utility,1.998653721124629
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.997700566729924
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.9987150449943463
ac_utility,1.0
ac_utility,1.9984131832989525
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,2.985151563953972
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.9991027236490861
ac_utility,1.0
ac_utility,1.9983839182713474
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.999913568117516
ac_utility,1.0
ac_utility,1.0
ac_utility,1.9993863363757116
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.999423999550566
ac_utility,1.0
ac_utility,2.9839800964996237
ac_utility,2.9855190869042367
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.9994032966512445
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,2.9867909086859665
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.999819164808971
ac_utility,1.0
ac_utility,1.9997685748723333
ac_utility,1.9999758096316116
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.999456941901936
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,2.9844694466009627
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.9999529190457541
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.999981246406969
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,2.9941958147991814
ac_utility,1.0
ac_utility,1.0
ac_utility,1.9999541739621958
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.9999771471723902
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.9999503184395757
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.999794076747623
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
ac_utility,1.0
